PG.ProteinGroups;PG.Genes;[1] MEP_mBM_500c_40.raw.PG.Quantity;[2] MEP_mBM_500c_41.raw.PG.Quantity;[3] MEP_mBM_500c_42.raw.PG.Quantity;[4] MEP_mBM_500c_43.raw.PG.Quantity
"P51125;P51125-2;P51125-3;P51125-6;P51125-7";Cast;NaN;2,910395383834839;3056,873291015625;NaN
P51150;Rab7a;28728,75390625;41202,765625;33090,625;30882,6171875
P51163;Uros;NaN;4854,35009765625;3022,771728515625;4493,3818359375
P51174;Acadl;68511,8515625;37159,66796875;33025,51171875;32173,888671875
P51175;Ppox;NaN;1147,648681640625;2555,81591796875;2995,188232421875
P51410;Rpl9;13932,240234375;40122,83984375;32096,27734375;58235,0703125
P51432;Plcb3;155,97183227539062;NaN;NaN;NaN
P51437;Camp;NaN;7011,09619140625;1975,3455810546875;1380,1229248046875
P51660;Hsd17b4;25056,70703125;17154,87890625;14002,205078125;12103,2783203125
P51855;Gss;1092,39111328125;NaN;1749,4183349609375;NaN
P51859;Hdgf;7556,05126953125;26665,353515625;22699,265625;43518,84765625
P51863;Atp6v0d1;9475,1796875;12933,529296875;10362,955078125;8087,86572265625
P51881;Slc25a5;23945,28125;49126,87890625;67375,9609375;75088,4140625
P51885;Lum;3739,889892578125;NaN;14219,4482421875;8209,0791015625
P51912;Slc1a5;NaN;3656,025390625;NaN;831,6917724609375
P51942;Matn1;17237,794921875;NaN;NaN;3180,30224609375
P52196;Tst;4726,26806640625;NaN;NaN;NaN
P52293;Kpna2;NaN;8647,7998046875;11416,986328125;13589,7548828125
P52430;Pon1;304,6208190917969;NaN;60,0151252746582;NaN
P52431;Pold1;NaN;2659,67333984375;2765,85888671875;4629,56103515625
P52432;Polr1c;472,848876953125;NaN;NaN;NaN
"P52479;P52479-2";Usp10;NaN;NaN;3647,4384765625;5135,56640625
P52480;Pkm;2472257;473933,15625;405798,71875;152783,28125
P52480-2;Pkm;NaN;10244,1826171875;9996,7783203125;221,10275268554688
P52633;Stat6;NaN;NaN;712,7188720703125;529,72265625
P52825;Cpt2;390,7801208496094;NaN;349,62213134765625;NaN
P52912;Tia1;NaN;NaN;572,6975708007812;907,7761840820312
P53026;Rpl10a;24635,521484375;89872,1953125;94212,6484375;152961,5625
P53612;Rabggtb;1322,1968994140625;1458,5921630859375;1071,2510986328125;1045,12646484375
P53657;Pklr;NaN;25168,6484375;22677,865234375;33900,74609375
P53810;Pitpna;38726,5390625;9952,93359375;8793,46875;9175,0166015625
P53811;Pitpnb;4249,91796875;3593,648681640625;2396,87451171875;3472,915283203125
P53986;Slc16a1;NaN;648,2003784179688;2268,06298828125;1826,578857421875
P53994;Rab2a;27027,439453125;22211,294921875;16560,19140625;15714,6982421875
P54071;Idh2;43046,66796875;13635,0029296875;16074,951171875;17165,041015625
P54103;Dnajc2;NaN;1766,66455078125;1938,4111328125;3802,112060546875
P54116;Stom;3831,27685546875;10354,0146484375;10086,451171875;5164,24755859375
P54227;Stmn1;651,865966796875;56635,9453125;52745,93359375;84112,125
P54276;Msh6;NaN;5102,36474609375;6548,64697265625;9396,5322265625
P54726;Rad23a;NaN;3633,229248046875;1737,8082275390625;2534,52490234375
P54728;Rad23b;5995,64501953125;13605,3193359375;10707,3701171875;13545,884765625
P54731;Faf1;385,9272766113281;NaN;426,1366271972656;NaN
P54751;St3gal1;8344,85546875;NaN;NaN;NaN
P54754;Ephb3;16806,890625;NaN;NaN;NaN
P54775;Psmc4;17122,646484375;42206,78125;31148,53515625;43809,5625
P54822;Adsl;NaN;10799,521484375;8718,955078125;16485,646484375
P54823;Ddx6;1727,2496337890625;2015,9520263671875;1802,5096435546875;3873,270263671875
P56135;Atp5j2;2682,215576171875;16782,37890625;22895,728515625;19711,958984375
P56371;Rab4a;1695,200927734375;NaN;873,4671020507812;NaN
P56376;Acyp1;NaN;14004,009765625;9847,92578125;10573,6220703125
P56392;Cox7a1;NaN;NaN;1698,3216552734375;1233,8267822265625
P56395;Cyb5a;14482,1181640625;37010,171875;7439,04931640625;359,47576904296875
P56399;Usp5;28127,443359375;19251,953125;15409,716796875;17828,123046875
P56480;Atp5b;43929,26953125;219147,015625;268365,78125;192652,5
P56542;Dnase2;NaN;4109,77099609375;2406,578369140625;2235,808349609375
P56677;St14;3557,91845703125;NaN;NaN;NaN
P56812;Pdcd5;NaN;15749,68359375;3459,535888671875;9542,224609375
P56873;Sssca1;NaN;3319,05908203125;3389,951416015625;4857,900390625
P56959;Fus;6044,3837890625;29659,939453125;21482,392578125;36177,890625
P56960;Exosc10;NaN;5808,5966796875;7341,498046875;6231,51611328125
P57759;Erp29;9011,0537109375;14308,283203125;14940,236328125;12102,0546875
"P57776;P57776-2";Eef1d;11623,2197265625;138247,421875;100832,7109375;123671,28125
P57780;Actn4;72043,5859375;31980,380859375;16608,642578125;13536,69140625
P57784;Snrpa1;6533,16455078125;19662,12109375;18012,3671875;18582,95703125
P58021;Tm9sf2;NaN;2320,443115234375;2688,277587890625;1547,0064697265625
P58044;Idi1;NaN;4491,98388671875;NaN;610,097412109375
P58059;Mrps21;NaN;NaN;1140,7874755859375;1577,3604736328125
P58242;Smpdl3b;881,3247680664062;NaN;1,0228848457336426;1,549416422843933
P58252;Eef2;248039,21875;191073,609375;165720,015625;221092,6875
"P58281;P58281-2";Opa1;NaN;NaN;1144,0496826171875;1671,9193115234375
"P58321;Q9JKB1";"Uchl4;Uchl3";3424,476806640625;5718,994140625;2469,157958984375;4691,544921875
P58389;Ptpa;15199,9462890625;17390,07421875;17781,609375;28258,130859375
P58771;Tpm1;70045,0625;50068,64453125;271448,3125;31312,83203125
P58774;Tpm2;16838,396484375;8031,97705078125;50646,75390625;5762,36865234375
P58871;Tnks1bp1;3008,636474609375;NaN;NaN;NaN
P59048;Pdrg1;NaN;NaN;NaN;1153,999267578125
P59235;Nup43;496,4902038574219;1773,88427734375;2658,990478515625;2428,433349609375
"P59242;P59242-2";Cgn;16149,2080078125;NaN;1029,36865234375;NaN
P59325;Eif5;NaN;15805,107421875;12971,6884765625;32325,787109375
P59708;Sf3b6;3622,1162109375;6089,72802734375;4415,0419921875;9424,2451171875
P59999;Arpc4;62027,15625;77053,5546875;45182,8046875;41710,6328125
P60060;Sec61g;NaN;586,0260620117188;1353,130126953125;1707,22314453125
P60122;Ruvbl1;14797,0283203125;20077,302734375;18831,3671875;28607,111328125
P60202;Plp1;1415,370849609375;1967,5626220703125;2533,418701171875;1215,2410888671875
P60229;Eif3e;6111,0205078125;7891,60693359375;10356,646484375;13174,41015625
P60335;Pcbp1;66669,3515625;46361,1796875;54388,48046875;61494,859375
"P60670;P60670-2";Nploc4;2113,820068359375;1451,672119140625;1208,7969970703125;1942,12353515625
"P60710;P63260";"Actb;Actg1";1591079,125;1778418,75;739684,6875;1222856,625
"P60764;P63001;Q05144";"Rac3;Rac1;Rac2";2543,990478515625;NaN;NaN;NaN
P60766;Cdc42;13018,87109375;40088,62109375;11451,49609375;6937,9658203125
P60824;Cirbp;4201,5703125;1615,98291015625;NaN;12353,5615234375
P60843;Eif4a1;20090,015625;68144,1484375;72362,515625;99681,796875
P60867;Rps20;2130,930419921875;2389,18701171875;1814,146240234375;2870,784423828125
P60898;Polr2i;NaN;4574,28173828125;2887,8896484375;2433,071044921875
P61021;Rab5b;16277,42578125;NaN;2036,056884765625;27,044269561767578
P61022;Chp1;2058,703369140625;4349,02685546875;1333,8968505859375;805,2012939453125
P61027;Rab10;NaN;11242,5625;NaN;16891,478515625
P61028;Rab8b;NaN;NaN;1721,3963623046875;NaN
"P61079;P62838;Q6ZWY6";"Ube2d3;Ube2d2;Ube2d2b";15590,201171875;NaN;1357,1451416015625;2389,802490234375
P61082;Ube2m;4557,4091796875;4802,56884765625;6019,51416015625;9534,94140625
P61087;Ube2k;4884,42041015625;17010,046875;13244,0126953125;16763,3359375
P61089;Ube2n;4675,50390625;4978,8076171875;4310,5966796875;5410,275390625
P61161;Actr2;40045,7421875;46500,05859375;32035,216796875;38595,6484375
P61164;Actr1a;11331,4267578125;6419,70556640625;5473,82080078125;7308,78076171875
P61166;Tmem258;1798,383544921875;NaN;NaN;NaN
"P61205;P84078";"Arf3;Arf1";36107,41015625;239728,03125;82231,3984375;100051,2890625
P61211;Arl1;2064,345947265625;5363,50146484375;3636,7744140625;5746,9248046875
P61222;Abce1;5957,705078125;23406,14453125;20632,7109375;26764,16015625
P61226;Rap2b;2441,36083984375;5336,98046875;3899,359375;2836,4443359375
P61255;Rpl26;630,3880004882812;29653,05078125;34959,61328125;48701,66796875
P61290;Psme3;34154,421875;7514,4931640625;5611,01171875;8428,8662109375
P61327;Magoh;5114,49609375;12434,908203125;11687,015625;15499,2099609375
P61358;Rpl27;16042,9404296875;35163,03125;33000,03125;51577,46484375
P61514;Rpl37a;1647,6234130859375;4688,287109375;1030,348388671875;2299,676025390625
P61620;Sec61a1;NaN;817,667724609375;801,944580078125;930,0797119140625
P61759;Vbp1;NaN;NaN;1798,109130859375;NaN
P61804;Dad1;1784,5452880859375;3386,137939453125;5663,1044921875;6995,314453125
P61924;Copz1;11176,1826171875;8063,37353515625;5680,68359375;6540,75146484375
"P61957;Q9Z172;Q9Z172-2";"Sumo2;Sumo3;Sumo3";17098,2265625;30433,603515625;22857,47265625;33187,8359375
P61961;Ufm1;NaN;NaN;3337,60595703125;7155,64501953125
P61965;Wdr5;619,3621215820312;3773,657958984375;3003,431396484375;3989,466796875
P61971;Nutf2;11428,18359375;5931,17578125;4175,2578125;6170,826171875
"P61979;P61979-2;P61979-3";Hnrnpk;8627,123046875;63258,37109375;46175,6640625;69088,765625
P61982;Ywhag;95273,4140625;48501,234375;31726,517578125;39414,2734375
P62071;Rras2;2530,8974609375;1110,7633056640625;363,83245849609375;NaN
P62075;Timm13;NaN;4457,00390625;5743,20654296875;6001,82177734375
P62082;Rps7;711,1041259765625;8201,7314453125;10560,2236328125;8195,4609375
P62137;Ppp1ca;11389,0908203125;9148,43359375;9801,681640625;12982,8125
P62141;Ppp1cb;3336,632568359375;19589,13671875;20125,33984375;39778,75
P62192;Psmc1;3219,311767578125;11367,5244140625;13503,2353515625;16986,341796875
P62196;Psmc5;7779,630859375;8040,716796875;6340,17529296875;6700,07373046875
P62242;Rps8;28414,447265625;117643,8125;104782,265625;138245,984375
P62245;Rps15a;10480,4580078125;33830,05078125;58513,03515625;96783,5546875
P62257;Ube2h;802,0975341796875;2148,974853515625;NaN;3231,033935546875
P62259;Ywhae;103471,4609375;122723,71875;77596,5625;109105,6171875
P62264;Rps14;7933,27978515625;56321,68359375;44507,828125;63015,88671875
P62267;Rps23;1268,564208984375;34145,61328125;27383,0625;44061,625
P62270;Rps18;7319,1845703125;73453,6796875;68853,9453125;97718,140625
P62281;Rps11;4520,2060546875;15725,5849609375;15936,341796875;24301,376953125
P62301;Rps13;11596,275390625;56788,98828125;71635,2421875;101713,65625
P62305;Snrpe;4449,259765625;10023,2255859375;29315,87890625;21243,806640625
P62307;Snrpf;8307,8046875;9180,3603515625;4006,066650390625;6150,55908203125
P62309;Snrpg;12915,71484375;2365,02490234375;5880,0751953125;14042,990234375
P62311;Lsm3;9820,2939453125;13268,34375;10277,9111328125;10748,4462890625
P62313;Lsm6;2270,3359375;2829,034423828125;2120,28173828125;3348,478271484375
P62315;Snrpd1;24652,216796875;7007,3173828125;5416,51171875;6881,2568359375
P62317;Snrpd2;7930,126953125;52156,21484375;37104,12109375;54454,12890625
P62320;Snrpd3;31534,92578125;38942,453125;44249,18359375;52151,95703125
P62331;Arf6;65533,84765625;12938,7158203125;1761,70703125;10159,0986328125
P62334;Psmc6;22951,59375;10434,845703125;5015,44677734375;6319,5087890625
P62627;Dynlrb1;4623,2841796875;4813,33984375;5923,7587890625;7047,37353515625
P62631;Eef1a2;NaN;NaN;624,5568237304688;NaN
P62702;Rps4x;23611,04296875;35008,38671875;36035,40234375;55336,734375
"P62715;P63330";"Ppp2cb;Ppp2ca";21461,521484375;24634,158203125;14165,04296875;22578,697265625
P62717;Rpl18a;NaN;16215,9091796875;4819,3681640625;4850,5908203125
P62743;Ap2s1;3251,33984375;6712,59130859375;4705,02783203125;4032,4296875
P62748;Hpcal1;13305,009765625;NaN;NaN;NaN
P62751;Rpl23a;17215,2421875;142831,03125;125589,0234375;197098,15625
P62754;Rps6;27007,529296875;86330,921875;77092,6484375;127337,078125
P62761;Vsnl1;1704,1156005859375;NaN;585,7149047851562;NaN
P62774;Mtpn;14814,310546875;16157,732421875;8101,154296875;11006,3203125
P62806;Hist1h4a;681848;2745986,75;4149415,5;3582364,25
P62814;Atp6v1b2;63276,26953125;15342,6953125;10327,107421875;14176,896484375
P62821;Rab1A;101206,1796875;32033,43359375;30412,376953125;28131,0703125
P62827;Ran;40193,40625;87694,4609375;78141,953125;99833,1171875
P62830;Rpl23;4904,92041015625;NaN;NaN;NaN
"P62835;Q99JI6";"Rap1a;Rap1b";55938,3046875;32527,279296875;22660,60546875;32322,052734375
P62843;Rps15;9800,7314453125;51855,359375;45321,87890625;85119,5390625
P62852;Rps25;17652,275390625;86913,6171875;94958,2578125;138350,015625
P62858;Rps28;10042,169921875;48172,359375;55640,73828125;69035,1015625
P62862;Fau;NaN;3872,29736328125;2926,822509765625;6344,1982421875
P62869;Elob;NaN;4427,47998046875;6235,27685546875;4929,34228515625
P62880;Gnb2;44062,6015625;18333,080078125;14683,1376953125;15553,21875
P62889;Rpl30;3000,209228515625;25554,310546875;25505,30078125;37930,43359375
P62892;Rpl39;NaN;4693,89111328125;8487,861328125;20939,548828125
P62897;Cycs;4931,5703125;11675,994140625;7890,86376953125;9263,0810546875
P62900;Rpl31;NaN;13721,4873046875;10576,412109375;18699,658203125
P62908;Rps3;64475,87890625;133473,890625;131267;196892,921875
P62911;Rpl32;343251,6875;9224,4677734375;14509,693359375;23057,607421875
P62915;Gtf2b;NaN;2750,556640625;378,75482177734375;2306,36181640625
P62918;Rpl8;7593,01953125;31691,556640625;28143,873046875;40135,828125
P62960;Ybx1;3046,953857421875;33408,90625;28436,369140625;51377,54296875
P62962;Pfn1;39918,27734375;136426,25;82027,421875;94961,9375
P62996;Tra2b;664,3947143554688;NaN;NaN;NaN
P63005;Pafah1b1;10188,0263671875;10820,4375;6156,65625;7694,193359375
P63017;Hspa8;355045,8125;635229,8125;685029,6875;791003,75
"P63024;P63044";"Vamp3;Vamp2";3734,725341796875;NaN;1046,287353515625;808,77099609375
P63028;Tpt1;37024,2734375;20551,583984375;20278,26953125;18816,060546875
P63037;Dnaja1;NaN;16133,1533203125;13645,2666015625;16184,296875
P63038;Hspd1;37121,03515625;91887,640625;106229,609375;145147,3125
P63073;Eif4e;1002,0958251953125;11483,9736328125;11849,9326171875;11525,4091796875
P63085;Mapk1;18247,0234375;11257,8603515625;8362,2392578125;11298,248046875
"P63087;P63087-2";Ppp1cc;3988,844970703125;2790,689208984375;2274,233642578125;3718,6064453125
"P63094;P63094-2;Q6R0H7;Q6R0H7-4";Gnas;19175,408203125;2871,376953125;225,82521057128906;1311,317138671875
P63101;Ywhaz;300617,40625;129164,6953125;63333,7265625;78840,375
P63154;Crnkl1;NaN;739,1868286132812;720,5733642578125;891,9729614257812
P63158;Hmgb1;1877,9912109375;19587,794921875;28653,052734375;57224,9609375
P63166;Sumo1;NaN;148,12892150878906;636,7404174804688;198,81692504882812
P63168;Dynll1;30024,962890625;NaN;523,22998046875;NaN
P63242;Eif5a;12179,271484375;64117,890625;58451,55859375;58775,1875
P63276;Rps17;NaN;1824,41943359375;11835,41015625;13067,490234375
P63280;Ube2i;3954,476806640625;NaN;3009,03076171875;3967,718505859375
"P63321;Q9JIW9";"Rala;Ralb";3283,097412109375;22727,0859375;2503,986328125;1912,279052734375
P63323;Rps12;3712,51123046875;23362,03515625;28821,046875;56113,875
P63325;Rps10;4920,7685546875;14143,5361328125;27401,158203125;46158,9765625
"P63328;P63328-2";Ppp3ca;2762,439453125;4607,27978515625;2929,00732421875;2393,700927734375
P67778;Phb;53609,97265625;45523,7890625;45637,0703125;44947,14453125
P67871;Csnk2b;4540,38623046875;NaN;NaN;NaN
P67984;Rpl22;30132,705078125;45993,0625;68775,4921875;117764,0390625
P68033;Actc1;2343856,75;2004245,5;2194575,75;1366353,625
P68037;Ube2l3;NaN;5737,90625;4106,10791015625;6508,921875
P68040;Rack1;30463,125;61031,07421875;53201,68359375;111847,109375
P68134;Acta1;210,60028076171875;28,467287063598633;4349,78271484375;204,0702362060547
"P68181;P68181-2;P68181-3;P68181-4";Prkacb;8978,5078125;NaN;NaN;293,9317626953125
"P68254;P68254-2";Ywhaq;13295,5234375;29053,60546875;20170,646484375;32423,228515625
P68368;Tuba4a;27925,3828125;24441,9140625;19963,21875;35805,3125
P68372;Tubb4b;249706,640625;358463,75;195144,375;273831,28125
P68510;Ywhah;5906,66943359375;42948,46484375;32017,54296875;31066,44140625
P69566;Ranbp9;1952,6561279296875;NaN;NaN;NaN
P70122;Sbds;4997,76611328125;5084,66064453125;3602,210205078125;6308,03173828125
P70124;Serpinb5;6656,07763671875;3587,697509765625;44,76828384399414;1950,505859375
P70158;Smpdl3a;NaN;1474,6219482421875;1557,925537109375;1378,4696044921875
P70168;Kpnb1;5140,689453125;15272,95703125;14930,5537109375;17488,923828125
P70175;Dlg3;2128,394775390625;NaN;NaN;NaN
P70186;Epyc;NaN;NaN;NaN;1904,2828369140625
P70195;Psmb7;26320,6953125;11433,3388671875;10548,9453125;12016,591796875
P70227;Itpr3;1156,6241455078125;NaN;NaN;NaN
"P70257;P70257-1;P70257-2";Nfix;NaN;343,7967834472656;1114,4085693359375;500,1473693847656
P70269;Ctse;NaN;3768,64794921875;7799,3466796875;11539,775390625
P70280;Vamp7;NaN;NaN;1,1316763162612915;834,7921752929688
P70288;Hdac2;NaN;3628,102294921875;4336,38427734375;5725,19482421875
P70290;Mpp1;NaN;7347,60009765625;18932,8359375;5771,59033203125
P70296;Pebp1;54110,37109375;135045,796875;93281,5546875;132201,34375
P70302;Stim1;NaN;2153,681640625;2294,04931640625;1523,9990234375
"P70303;P70303-2;P70303-3";Ctps2;NaN;NaN;635,70751953125;699,573974609375
P70318;Tial1;10859,4736328125;5264,22607421875;3274,16845703125;6878,33740234375
P70333;Hnrnph2;13070,4697265625;3445,441162109375;2543,339599609375;2541,536376953125
"P70335;P70335-2";Rock1;22364,935546875;4605,29248046875;2366,7685546875;590,5345458984375
"P70340;P97454";"Smad1;Smad5";320,96685791015625;NaN;NaN;NaN
P70349;Hint1;705,8331909179688;50180,96875;40637,20703125;35799,2109375
P70362;Ufd1;4662,85693359375;2677,651611328125;4265,59228515625;3900,887451171875
P70372;Elavl1;7325,09521484375;28817,03515625;21489,326171875;30972,765625
"P70388;P70388-2";Rad50;12442,05859375;1301,8255615234375;1985,05810546875;3222,994140625
P70398;Usp9x;2419,353759765625;3419,015625;2944,307373046875;2867,24462890625
P70404;Idh3g;24105,970703125;10891,921875;15318,48046875;12973,7763671875
P70419;Galnt3;7024,5849609375;NaN;NaN;NaN
P70441;Slc9a3r1;156,6026611328125;16561,578125;5668,134765625;5526,560546875
P70452;Stx4;15352,99609375;382,265625;NaN;555,4204711914062
P70670;Naca;68551,125;111988,7734375;64318,31640625;255592,84375
P70677;Casp3;298491,46875;24806,609375;33659,98046875;37476,96484375
P70697;Urod;24729,341796875;4655,4755859375;2529,50390625;3026,45166015625
P70698;Ctps1;NaN;NaN;1149,7120361328125;2274,43505859375
P70699;Gaa;5657,68359375;1680,1644287109375;1352,9212646484375;866,9125366210938
P80313;Cct7;14860,443359375;52483,48828125;50461,95703125;71479,9765625
P80314;Cct2;16825,466796875;34786,1171875;30734,630859375;36227,38671875
P80315;Cct4;21818,986328125;35679,87109375;34818,26953125;44632,88671875
P80316;Cct5;284240,9375;56279,8984375;56033,30859375;54358,71875
P80317;Cct6a;8667,3662109375;44219,71875;37954,3046875;60706,0390625
P80318;Cct3;41815,19921875;79403,6953125;68807,6953125;99029,921875
P81117;Nucb2;41062,0859375;5485,7421875;NaN;NaN
"P83510;P83510-2;P97820;Q9JM52;Q9JM52-2;Q9JM52-3";"Tnik;Tnik;Map4k4;Mink1;Mink1;Mink1";4573,03857421875;2621,27880859375;NaN;NaN
P83870;Phf5a;1009,8677978515625;2574,3349609375;2703,64306640625;3850,79443359375
"P83887;Q8VCK3";"Tubg1;Tubg2";389,6446533203125;1521,7890625;1821,627197265625;1531,0303955078125
P84089;Erh;10598,103515625;40679,80859375;38001,40625;57332,93359375
P84091;Ap2m1;612,8726806640625;407,29736328125;NaN;379,978515625
P84096;Rhog;8605,5693359375;4005,48046875;NaN;NaN
P84099;Rpl19;NaN;6781,12109375;13838,0634765625;19849,919921875
"P84104;P84104-2";Srsf3;1536,0899658203125;21507,166015625;41682,22265625;68256,875
P97298;Serpinf1;5847,01904296875;3293,1591796875;4628,33349609375;2700,18994140625
P97304;Polr1d;NaN;NaN;1438,6241455078125;2007,958984375
P97310;Mcm2;24555,626953125;40822,046875;36654,39453125;52069,23046875
P97311;Mcm6;14651,123046875;23868,015625;17316,439453125;26736,138671875
P97313;Prkdc;1025,223388671875;NaN;NaN;NaN
P97315;Csrp1;4556,6240234375;3854,927001953125;983,3306274414062;2446,916015625
P97350;Pkp1;177586,5625;25613,298828125;59296,7890625;NaN
P97351;Rps3a;10727,4951171875;65420,015625;44665,91015625;72536,203125
P97355;Sms;2633,2060546875;8141,67236328125;NaN;4944,1748046875
P97364;Sephs2;662,149658203125;198,07350158691406;88,53194427490234;221,85589599609375
P97369;Ncf4;NaN;1191,078125;1004,8078002929688;653,7944946289062
P97370;Atp1b3;NaN;2128,289306640625;2840,877197265625;2544,5078125
P97371;Psme1;13918,375;36378,9140625;20316,875;25737,640625
P97372;Psme2;2906,410400390625;15711,2255859375;9882,978515625;12168,9091796875
P97376;Frg1;NaN;3089,377685546875;5571,64404296875;4423,958984375
P97384;Anxa11;19852,689453125;10108,4208984375;7700,60986328125;6268,93994140625
P97390;Vps45;299,73876953125;NaN;NaN;639,0140991210938
P97401;Frzb;3901,500244140625;5926,4755859375;NaN;NaN
P97429;Anxa4;25255,197265625;5310,26708984375;4298,34619140625;4541,484375
"P97447;P97447-2";Fhl1;NaN;NaN;1380,763916015625;NaN
P97449;Anpep;5328,22119140625;NaN;1125,29833984375;343,8212585449219
P97450;Atp5j;NaN;13940,3125;15427,302734375;22227,490234375
P97457;Mylpf;10404,138671875;3068,2197265625;281097,90625;11435,2060546875
P97461;Rps5;NaN;1857,8856201171875;2573,49609375;5132,3916015625
P97467;Pam;2282,926513671875;1005,034423828125;350,7049255371094;NaN
P97470;Ppp4c;3105,731201171875;NaN;2007,37841796875;2859,751220703125
P97494;Gclc;7306,07421875;3879,39208984375;1397,18994140625;2443,525390625
"P97496;P97496-2";Smarcc1;6912,42236328125;3923,547119140625;4211,1552734375;6350,10791015625
"P97765;P97765-2";Wbp2;1182,748046875;NaN;NaN;NaN
"P97807;P97807-2";Fh;46520,15234375;25579,08203125;29666,13671875;34009,8984375
P97821;Ctsc;NaN;26617,96875;19717,111328125;11612,1494140625
"P97822;P97822-2";Anp32e;NaN;3895,68212890625;4693,99169921875;8449,1689453125
"P97823;P97823-2";Lypla1;79165,171875;15791,921875;14897,119140625;17150,689453125
P97825;JPT1;682,849609375;4857,92333984375;3424,2890625;5728,56884765625
P97855;G3bp1;11390,263671875;25374,990234375;23789,58984375;28925,505859375
P97864;Casp7;79,807861328125;NaN;461,3265380859375;389,55224609375
P97930;Dtymk;1040,524169921875;7496,95947265625;10340,3974609375;12913,1650390625
P99024;Tubb5;153974,796875;516994,96875;407456,90625;542540,6875
P99026;Psmb4;70933,03125;60782,37890625;40128,94140625;39876,80859375
P99027;Rplp2;61398,89453125;172297,703125;107728,5546875;237059,625
"P99029;P99029-2";Prdx5;28289,1953125;25915,232421875;17453,416015625;10239,7197265625
Q00493;Cpe;26228,67578125;4040,08642578125;NaN;NaN
Q00519;Xdh;701,0130004882812;4687,1796875;NaN;NaN
Q00612;G6pdx;37019,8203125;22133,1875;18537,671875;14291,53515625
Q00623;Apoa1;NaN;8062,50048828125;74753,203125;11032,513671875
Q00651;Itga4;NaN;500,8387756347656;718,11962890625;626,6275024414062
Q00897;Serpina1d;NaN;1729,6558837890625;43678,70703125;5467,28759765625
Q00PI9;Hnrnpul2;1485,3121337890625;3309,2373046875;1639,002685546875;3077,3564453125
"Q01147;Q01147-2";Creb1;NaN;5952,0576171875;6341,7587890625;6014,076171875
Q01149;Col1a2;89860,8125;21061,97265625;431320,46875;541131,75
Q01320;Top2a;10282,662109375;15976,7431640625;23617,5;27995,494140625
Q01405;Sec23a;2199,457275390625;465,5579528808594;709,52880859375;446,7322998046875
Q01730;Rsu1;NaN;8434,4755859375;8384,001953125;10196,7626953125
Q01768;Nme2;36026,921875;34077,1640625;43285,24609375;52874,0234375
Q01853;Vcp;282219,8125;103494,8359375;76063,046875;105576,2265625
Q02013;Aqp1;112510,484375;33373,22265625;25151,525390625;19392,931640625
Q02053;Uba1;17097,087890625;27978,904296875;17977,984375;25925,453125
Q02248;Ctnnb1;16881,171875;NaN;344,6021423339844;NaN
Q02257;Jup;367586,4375;95391,7890625;298964,375;10167,85546875
"Q02357;Q02357-3;Q02357-4;Q02357-5;Q02357-6";Ank1;9544,255859375;3506,783203125;18009,40625;3285,33984375
Q02566;Myh6;32550,751953125;19538,12890625;529294,8125;21232,1171875
Q02614;Sap30bp;NaN;1001,7180786132812;573,0128173828125;2367,892333984375
Q02788;Col6a2;1799,0693359375;4886,67529296875;5877,4970703125;35221,3203125
Q02819;Nucb1;139842,71875;6768,03271484375;4601,57470703125;4832,39208984375
Q03265;Atp5a1;90400,1875;224794,109375;266934,84375;232253,984375
"Q03267;Q03267-4;Q03267-5";Ikzf1;NaN;2317,765869140625;1045,3382568359375;817,3294067382812
Q03958;Pfdn6;4163,5732421875;NaN;1631,6365966796875;2956,2353515625
Q04447;Ckb;12253,095703125;28741,62890625;10995,8564453125;11035,5849609375
Q04750;Top1;1525,91552734375;4832,7119140625;4357,1923828125;4983,03076171875
Q04857;Col6a1;41424,63671875;21826,0390625;43773,7578125;256807,96875
Q05117;Acp5;14504,13671875;84374,3359375;92516,546875;77221,1484375
Q05186;Rcn1;3105,948486328125;NaN;NaN;NaN
Q05722;Col9a1;NaN;NaN;1182,527587890625;243204,484375
Q05793;Hspg2;30756,072265625;2803,463134765625;4965,4794921875;131986,3125
Q05816;Fabp5;85632,8203125;25430,00390625;1277,6014404296875;NaN
Q05D44;Eif5b;7965,34130859375;935,3450927734375;5817,783203125;9550,357421875
Q06138;Cab39;463,5503234863281;1323,09228515625;2000,847900390625;3201,010498046875
Q06185;Atp5i;NaN;15221,4423828125;15821,337890625;16402,16015625
Q06890;Clu;NaN;NaN;6975,35302734375;1209,1513671875
Q07076;Anxa7;37830,8515625;11263,015625;8806,0458984375;9204,900390625
Q07235;Serpine2;NaN;NaN;765,39697265625;2595,46923828125
Q07417;Acads;3082,065673828125;17122,671875;13661,6513671875;13295,8642578125
Q07643;Col9a2;NaN;NaN;309,7315673828125;161016,28125
Q07813;Bax;NaN;2194,160400390625;1260,903564453125;1949,0286865234375
Q07832;Plk1;NaN;4388,1875;1323,9888916015625;2180,416748046875
Q08024-2;Cbfb;NaN;964,5006713867188;1251,5462646484375;1100,1756591796875
Q08093;Cnn2;8280,85546875;7633,13232421875;4531,5234375;3011,48681640625
Q08288;Lyar;NaN;51257,0859375;8391,6875;11542,083984375
Q08642;Padi2;3031,54638671875;NaN;859,8260498046875;NaN
Q08857;Cd36;3101,35107421875;2023,3326416015625;3858,251708984375;3265,57470703125
Q08890;Ids;2013,9359130859375;NaN;NaN;NaN
